flow_id,config,label,pkt_count,direction_ratio,mean_len,std_len,max_len,min_len,mean_iat,std_iat,max_iat,flow_duration
192.168.1.10_192.168.2.10_0x4178,tunnel-aes256gcm-ecp256-pfs,icmp,31,0.55,119.36,0.0,119.36,119.36,1.00208,0.0001,1.00238,31.06
192.168.1.10_192.168.2.10_0x3203,tunnel-aes256gcm-ecp256-pfs,icmp,33,0.57,124.62,0.0,124.62,124.62,0.99968,0.0001,0.99998,32.99
192.168.1.10_192.168.2.10_0x7262,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,29,0.44,120.38,0.0,120.38,120.38,0.99911,0.0001,0.99941,28.97
192.168.1.10_192.168.2.10_0x9467,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,30,0.6,120.91,0.0,120.91,120.91,0.99987,0.0001,1.00017,30.0
192.168.1.10_192.168.2.10_0x7570,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,32,0.5,118.26,0.0,118.26,118.26,1.0004,0.0001,1.0007,32.01
192.168.1.10_192.168.2.10_0x2969,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,30,0.44,118.7,0.0,118.7,118.7,1.00107,0.0001,1.00137,30.03
192.168.1.10_192.168.2.10_0x2198,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,29,0.54,119.94,0.0,119.94,119.94,1.002,0.0001,1.0023,29.06
192.168.1.10_192.168.2.10_0x8705,tunnel-aes256gcm-ecp256-pfs,icmp,29,0.57,120.13,0.0,120.13,120.13,1.0002,0.0001,1.0005,29.01
192.168.1.10_192.168.2.10_0x4072,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.44,117.82,0.0,117.82,117.82,1.00163,0.0001,1.00193,30.05
192.168.1.10_192.168.2.10_0x9125,tunnel-aes256gcm-ecp256-pfs,icmp,29,0.53,120.66,0.0,120.66,120.66,1.00032,0.0001,1.00062,29.01
192.168.1.10_192.168.2.10_0x4230,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.55,119.51,0.0,119.51,119.51,1.00096,0.0001,1.00126,30.03
192.168.1.10_192.168.2.10_0x2667,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.53,121.4,0.0,121.4,121.4,0.9997,0.0001,1.0,30.99
192.168.1.10_192.168.2.10_0x4712,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,32,0.42,119.65,0.0,119.65,119.65,1.00002,0.0001,1.00032,32.0
192.168.1.10_192.168.2.10_0x8232,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,33,0.47,118.31,0.0,118.31,118.31,0.99901,0.0001,0.99931,32.97
192.168.1.10_192.168.2.10_0x9927,tunnel-aes256gcm-ecp256-pfs,icmp,25,0.47,123.28,0.0,123.28,123.28,1.00101,0.0001,1.00131,25.03
192.168.1.10_192.168.2.10_0x3989,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.5,120.12,0.0,120.12,120.12,1.00009,0.0001,1.00039,31.0
192.168.1.10_192.168.2.10_0x9234,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,27,0.55,121.19,0.0,121.19,121.19,1.00085,0.0001,1.00115,27.02
192.168.1.10_192.168.2.10_0x7570,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,31,0.4,120.56,0.0,120.56,120.56,1.0001,0.0001,1.0004,31.0
192.168.1.10_192.168.2.10_0x1140,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,29,0.47,119.93,0.0,119.93,119.93,0.99905,0.0001,0.99935,28.97
192.168.1.10_192.168.2.10_0x4610,tunnel-aes256gcm-ecp256-pfs,icmp,34,0.59,121.96,0.0,121.96,121.96,1.00025,0.0001,1.00055,34.01
192.168.1.10_192.168.2.10_0x7787,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,29,0.56,117.88,0.0,117.88,117.88,1.00006,0.0001,1.00036,29.0
192.168.1.10_192.168.2.10_0x8052,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.44,118.68,0.0,118.68,118.68,0.99918,0.0001,0.99948,30.97
192.168.1.10_192.168.2.10_0x6291,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,29,0.41,120.94,0.0,120.94,120.94,1.00014,0.0001,1.00044,29.0
192.168.1.10_192.168.2.10_0x8285,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,32,0.5,120.84,0.0,120.84,120.84,0.99894,0.0001,0.99924,31.97
192.168.1.10_192.168.2.10_0x7295,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.47,121.49,0.0,121.49,121.49,0.9993,0.0001,0.9996,29.98
192.168.1.10_192.168.2.10_0x7807,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,33,0.56,118.34,0.0,118.34,118.34,1.00024,0.0001,1.00054,33.01
192.168.1.10_192.168.2.10_0x1482,tunnel-aes256gcm-ecp256-pfs,icmp,28,0.57,124.94,0.0,124.94,124.94,0.99811,0.0001,0.99841,27.95
192.168.1.10_192.168.2.10_0x3852,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.53,124.42,0.0,124.42,124.42,0.99944,0.0001,0.99974,30.98
192.168.1.10_192.168.2.10_0x9632,tunnel-aes256gcm-ecp256-pfs,icmp,27,0.5,118.39,0.0,118.39,118.39,1.00164,0.0001,1.00194,27.04
192.168.1.10_192.168.2.10_0x7780,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.54,123.26,0.0,123.26,123.26,0.99962,0.0001,0.99992,30.99
192.168.1.10_192.168.2.10_0x8843,tunnel-aes256gcm-ecp256-pfs,icmp,29,0.44,117.8,0.0,117.8,117.8,0.99929,0.0001,0.99959,28.98
192.168.1.10_192.168.2.10_0x1707,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.49,121.93,0.0,121.93,121.93,1.0002,0.0001,1.0005,30.01
192.168.1.10_192.168.2.10_0x2735,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,28,0.53,116.01,0.0,116.01,116.01,1.00037,0.0001,1.00067,28.01
192.168.1.10_192.168.2.10_0x9533,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,33,0.53,120.84,0.0,120.84,120.84,0.99929,0.0001,0.99959,32.98
192.168.1.10_192.168.2.10_0x4374,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,29,0.44,118.17,0.0,118.17,118.17,1.00008,0.0001,1.00038,29.0
192.168.1.10_192.168.2.10_0x4083,tunnel-aes256gcm-ecp256-pfs,icmp,32,0.47,121.22,0.0,121.22,121.22,0.99891,0.0001,0.99921,31.97
192.168.1.10_192.168.2.10_0x7099,tunnel-aes256gcm-ecp256-pfs,icmp,29,0.59,122.43,0.0,122.43,122.43,1.00014,0.0001,1.00044,29.0
192.168.1.10_192.168.2.10_0x5037,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.45,120.67,0.0,120.67,120.67,1.00016,0.0001,1.00046,30.0
192.168.1.10_192.168.2.10_0x4725,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,34,0.42,118.64,0.0,118.64,118.64,0.99883,0.0001,0.99913,33.96
192.168.1.10_192.168.2.10_0x1340,tunnel-aes256gcm-ecp256-pfs,icmp,30,0.47,116.78,0.0,116.78,116.78,0.99945,0.0001,0.99975,29.98
192.168.1.10_192.168.2.10_0x4267,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,31,0.57,120.9,0.0,120.9,120.9,0.99947,0.0001,0.99977,30.98
192.168.1.10_192.168.2.10_0x5437,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,30,0.51,115.06,0.0,115.06,115.06,1.00089,0.0001,1.00119,30.03
192.168.1.10_192.168.2.10_0x2826,tunnel-aes256gcm-ecp256-pfs,icmp,25,0.53,123.55,0.0,123.55,123.55,1.00026,0.0001,1.00056,25.01
192.168.1.10_192.168.2.10_0x8693,tunnel-aes256cbc-sha1-modp2048-nopfs,icmp,27,0.42,119.29,0.0,119.29,119.29,0.99896,0.0001,0.99926,26.97
192.168.1.10_192.168.2.10_0x6656,tunnel-aes128cbc-sha256-modp2048-pfs,icmp,32,0.52,116.06,0.0,116.06,116.06,0.99978,0.0001,1.00008,31.99
192.168.1.10_192.168.2.10_0x6901,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5286,0.43,1294.22,43.01,1360.0,64.0,0.0006,0.00053,0.00219,3.17
192.168.1.10_192.168.2.10_0x8340,tunnel-aes256gcm-ecp256-pfs,bulk,5351,0.51,1296.48,22.47,1360.0,64.0,0.00124,0.00056,0.00291,6.65
192.168.1.10_192.168.2.10_0x4036,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,3790,0.42,1330.0,34.78,1360.0,64.0,0.00052,0.00016,0.00098,1.96
192.168.1.10_192.168.2.10_0x7488,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5417,0.41,1271.82,14.86,1360.0,64.0,0.00079,0.00037,0.00191,4.3
192.168.1.10_192.168.2.10_0x7406,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5015,0.54,1263.56,49.87,1360.0,64.0,0.00122,0.00038,0.00235,6.11
192.168.1.10_192.168.2.10_0x4302,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,6190,0.54,1278.37,36.16,1360.0,64.0,0.00166,0.00042,0.00292,10.3
192.168.1.10_192.168.2.10_0x2549,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5418,0.44,1294.91,19.94,1360.0,64.0,0.00088,0.00081,0.00332,4.79
192.168.1.10_192.168.2.10_0x7793,tunnel-aes256gcm-ecp256-pfs,bulk,3953,0.54,1322.88,22.94,1360.0,64.0,0.0004,0.00085,0.00296,1.59
192.168.1.10_192.168.2.10_0x8380,tunnel-aes256gcm-ecp256-pfs,bulk,3612,0.44,1261.89,35.84,1360.0,64.0,0.00013,0.00023,0.00083,0.46
192.168.1.10_192.168.2.10_0x6827,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,4995,0.57,1336.62,42.43,1360.0,64.0,0.00038,0.00065,0.00234,1.9
192.168.1.10_192.168.2.10_0x4493,tunnel-aes256gcm-ecp256-pfs,bulk,5291,0.48,1263.47,47.71,1360.0,64.0,0.00116,0.00033,0.00215,6.15
192.168.1.10_192.168.2.10_0x8451,tunnel-aes256gcm-ecp256-pfs,bulk,4833,0.53,1337.1,35.47,1360.0,64.0,0.00115,0.00065,0.00311,5.56
192.168.1.10_192.168.2.10_0x8340,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5088,0.43,1386.11,37.21,1360.0,64.0,0.00082,0.00016,0.00131,4.16
192.168.1.10_192.168.2.10_0x2668,tunnel-aes256gcm-ecp256-pfs,bulk,5184,0.5,1261.54,49.66,1360.0,64.0,-0.00014,0.00097,0.00279,-0.7
192.168.1.10_192.168.2.10_0x6510,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,3923,0.56,1211.07,31.98,1360.0,64.0,0.0006,0.00056,0.00229,2.36
192.168.1.10_192.168.2.10_0x2246,tunnel-aes256gcm-ecp256-pfs,bulk,4855,0.56,1256.93,12.77,1360.0,64.0,0.00056,0.00096,0.00345,2.72
192.168.1.10_192.168.2.10_0x5285,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,4218,0.58,1281.47,28.97,1360.0,64.0,0.00098,0.00093,0.00377,4.14
192.168.1.10_192.168.2.10_0x9714,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,3984,0.41,1311.5,13.8,1360.0,64.0,0.00055,0.00044,0.00186,2.17
192.168.1.10_192.168.2.10_0x7267,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,4488,0.48,1261.98,47.13,1360.0,64.0,0.00098,0.00011,0.00131,4.39
192.168.1.10_192.168.2.10_0x6341,tunnel-aes256gcm-ecp256-pfs,bulk,7042,0.57,1341.88,28.42,1360.0,64.0,0.00059,0.00086,0.00317,4.18
192.168.1.10_192.168.2.10_0x1646,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,4853,0.44,1281.78,40.13,1360.0,64.0,0.00115,0.00076,0.00341,5.57
192.168.1.10_192.168.2.10_0x5558,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,3282,0.42,1299.33,16.03,1360.0,64.0,0.00127,0.00041,0.00249,4.16
192.168.1.10_192.168.2.10_0x4754,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5660,0.55,1371.76,14.24,1360.0,64.0,0.0015,0.00049,0.00297,8.5
192.168.1.10_192.168.2.10_0x8353,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5205,0.4,1341.42,49.67,1360.0,64.0,0.00054,0.00019,0.0011,2.79
192.168.1.10_192.168.2.10_0x9033,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,6669,0.44,1319.73,34.64,1360.0,64.0,0.00074,0.00081,0.00316,4.95
192.168.1.10_192.168.2.10_0x3649,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,3889,0.57,1341.35,37.14,1360.0,64.0,0.0014,0.00078,0.00374,5.44
192.168.1.10_192.168.2.10_0x6110,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,3928,0.49,1300.29,25.42,1360.0,64.0,0.00161,0.0003,0.00249,6.31
192.168.1.10_192.168.2.10_0x2828,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5619,0.53,1279.19,26.09,1360.0,64.0,0.00041,0.00089,0.00307,2.3
192.168.1.10_192.168.2.10_0x4586,tunnel-aes256gcm-ecp256-pfs,bulk,6542,0.41,1400.3,32.43,1360.0,64.0,0.00182,0.00082,0.00429,11.88
192.168.1.10_192.168.2.10_0x4390,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5956,0.42,1291.49,41.4,1360.0,64.0,0.00077,0.00074,0.00298,4.61
192.168.1.10_192.168.2.10_0x1867,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,3858,0.5,1290.32,23.13,1360.0,64.0,0.00058,0.0003,0.00147,2.23
192.168.1.10_192.168.2.10_0x9667,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,4864,0.55,1248.79,35.45,1360.0,64.0,0.00193,0.00081,0.00435,9.37
192.168.1.10_192.168.2.10_0x9590,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,4627,0.48,1354.44,32.87,1360.0,64.0,0.00037,0.00043,0.00165,1.73
192.168.1.10_192.168.2.10_0x6068,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5348,0.54,1384.35,37.91,1360.0,64.0,0.00184,0.00094,0.00465,9.82
192.168.1.10_192.168.2.10_0x7900,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,4588,0.41,1326.44,25.08,1360.0,64.0,0.0003,0.00049,0.00177,1.38
192.168.1.10_192.168.2.10_0x4331,tunnel-aes256gcm-ecp256-pfs,bulk,2193,0.41,1286.29,46.9,1360.0,64.0,0.0005,0.00052,0.00207,1.1
192.168.1.10_192.168.2.10_0x2431,tunnel-aes256gcm-ecp256-pfs,bulk,4023,0.41,1255.38,19.88,1360.0,64.0,0.00089,0.00034,0.00192,3.57
192.168.1.10_192.168.2.10_0x3014,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5367,0.49,1273.7,12.51,1360.0,64.0,0.00099,0.00092,0.00374,5.33
192.168.1.10_192.168.2.10_0x1689,tunnel-aes256gcm-ecp256-pfs,bulk,5736,0.48,1285.93,10.87,1360.0,64.0,0.00112,0.0006,0.00294,6.44
192.168.1.10_192.168.2.10_0x2449,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,5087,0.57,1327.12,29.78,1360.0,64.0,0.00163,0.00098,0.00457,8.28
192.168.1.10_192.168.2.10_0x4670,tunnel-aes256gcm-ecp256-pfs,bulk,3666,0.44,1420.74,48.88,1360.0,64.0,0.00019,0.0002,0.0008,0.71
192.168.1.10_192.168.2.10_0x8875,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,6164,0.48,1313.19,31.8,1360.0,64.0,0.0007,0.00098,0.00365,4.34
192.168.1.10_192.168.2.10_0x8521,tunnel-aes256gcm-ecp256-pfs,bulk,6438,0.48,1310.49,31.95,1360.0,64.0,0.00033,0.00086,0.00292,2.13
192.168.1.10_192.168.2.10_0x2537,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5551,0.53,1289.96,44.48,1360.0,64.0,0.00093,0.00051,0.00247,5.16
192.168.1.10_192.168.2.10_0x9535,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,4697,0.56,1259.25,49.12,1360.0,64.0,0.00099,0.00041,0.00221,4.67
192.168.1.10_192.168.2.10_0x6774,tunnel-aes256gcm-ecp256-pfs,bulk,6457,0.44,1281.98,28.05,1360.0,64.0,0.00126,0.00099,0.00422,8.11
192.168.1.10_192.168.2.10_0x5976,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,4938,0.41,1263.21,46.37,1360.0,64.0,0.00091,0.00019,0.00149,4.49
192.168.1.10_192.168.2.10_0x7744,tunnel-aes256cbc-sha1-modp2048-nopfs,bulk,8193,0.48,1293.64,17.82,1360.0,64.0,0.00056,0.00027,0.00137,4.6
192.168.1.10_192.168.2.10_0x9676,tunnel-aes256gcm-ecp256-pfs,bulk,4552,0.53,1364.05,46.6,1360.0,64.0,0.00039,0.00073,0.00257,1.78
192.168.1.10_192.168.2.10_0x3822,tunnel-aes128cbc-sha256-modp2048-pfs,bulk,5117,0.52,1339.44,16.75,1360.0,64.0,0.00086,0.00056,0.00253,4.42
192.168.1.10_192.168.2.10_0x6110,tunnel-aes256gcm-ecp256-pfs,email,52,0.44,476.09,215.21,1000.0,64.0,0.9125,0.13339,1.31266,47.45
192.168.1.10_192.168.2.10_0x8183,tunnel-aes256gcm-ecp256-pfs,email,39,0.6,294.23,272.52,1000.0,64.0,0.4918,0.2292,1.17941,19.18
192.168.1.10_192.168.2.10_0x2529,tunnel-aes128cbc-sha256-modp2048-pfs,email,61,0.49,658.96,271.94,1000.0,64.0,0.33893,0.44327,1.66874,20.67
192.168.1.10_192.168.2.10_0x1645,tunnel-aes128cbc-sha256-modp2048-pfs,email,55,0.54,369.63,282.16,1000.0,64.0,0.10894,0.28371,0.96006,5.99
192.168.1.10_192.168.2.10_0x1587,tunnel-aes256gcm-ecp256-pfs,email,55,0.47,316.01,282.6,1000.0,64.0,0.45221,0.15679,0.92258,24.87
192.168.1.10_192.168.2.10_0x7450,tunnel-aes256gcm-ecp256-pfs,email,46,0.49,476.36,262.09,1000.0,64.0,0.75141,0.24095,1.47426,34.56
192.168.1.10_192.168.2.10_0x7763,tunnel-aes256gcm-ecp256-pfs,email,50,0.49,413.55,212.63,1000.0,64.0,0.26419,0.37453,1.38778,13.21
192.168.1.10_192.168.2.10_0x2958,tunnel-aes256cbc-sha1-modp2048-nopfs,email,61,0.43,486.78,221.55,1000.0,64.0,0.42438,0.24415,1.15684,25.89
192.168.1.10_192.168.2.10_0x7370,tunnel-aes256gcm-ecp256-pfs,email,64,0.55,348.43,290.36,1000.0,64.0,0.63668,0.12364,1.0076,40.75
192.168.1.10_192.168.2.10_0x2138,tunnel-aes256cbc-sha1-modp2048-nopfs,email,44,0.58,467.26,211.1,1000.0,64.0,0.87998,0.27882,1.71644,38.72
192.168.1.10_192.168.2.10_0x1141,tunnel-aes128cbc-sha256-modp2048-pfs,email,28,0.57,484.74,297.68,1000.0,64.0,0.46249,0.11681,0.81292,12.95
192.168.1.10_192.168.2.10_0x5249,tunnel-aes128cbc-sha256-modp2048-pfs,email,40,0.59,438.82,297.28,1000.0,64.0,0.36072,0.43042,1.65196,14.43
192.168.1.10_192.168.2.10_0x8880,tunnel-aes256cbc-sha1-modp2048-nopfs,email,50,0.57,415.43,255.92,1000.0,64.0,0.61387,0.35404,1.67598,30.69
192.168.1.10_192.168.2.10_0x1933,tunnel-aes128cbc-sha256-modp2048-pfs,email,72,0.42,388.01,204.61,1000.0,64.0,0.45628,0.32687,1.43688,32.85
192.168.1.10_192.168.2.10_0x2762,tunnel-aes256gcm-ecp256-pfs,email,56,0.45,552.77,206.45,1000.0,64.0,0.26038,0.49561,1.74721,14.58
192.168.1.10_192.168.2.10_0x5790,tunnel-aes256cbc-sha1-modp2048-nopfs,email,37,0.51,349.52,242.92,1000.0,64.0,0.65901,0.20711,1.28035,24.38
192.168.1.10_192.168.2.10_0x2492,tunnel-aes128cbc-sha256-modp2048-pfs,email,40,0.5,423.84,209.39,1000.0,64.0,0.55303,0.43171,1.84818,22.12
192.168.1.10_192.168.2.10_0x8468,tunnel-aes256gcm-ecp256-pfs,email,56,0.54,287.96,234.08,1000.0,64.0,0.47801,0.16593,0.9758,26.77
192.168.1.10_192.168.2.10_0x8986,tunnel-aes128cbc-sha256-modp2048-pfs,email,55,0.49,519.97,267.64,1000.0,64.0,0.42745,0.4147,1.67155,23.51
192.168.1.10_192.168.2.10_0x1193,tunnel-aes256cbc-sha1-modp2048-nopfs,email,44,0.45,435.32,226.9,1000.0,64.0,0.49604,0.26279,1.28441,21.83
192.168.1.10_192.168.2.10_0x4736,tunnel-aes128cbc-sha256-modp2048-pfs,email,51,0.4,353.04,290.74,1000.0,64.0,0.46297,0.28019,1.30353,23.61
192.168.1.10_192.168.2.10_0x3800,tunnel-aes256gcm-ecp256-pfs,email,34,0.52,148.26,247.43,1000.0,64.0,0.21001,0.33635,1.21905,7.14
192.168.1.10_192.168.2.10_0x6093,tunnel-aes256gcm-ecp256-pfs,email,45,0.57,477.54,246.29,1000.0,64.0,0.20986,0.25872,0.98601,9.44
192.168.1.10_192.168.2.10_0x7376,tunnel-aes128cbc-sha256-modp2048-pfs,email,46,0.48,421.32,211.38,1000.0,64.0,0.34961,0.23809,1.06387,16.08
192.168.1.10_192.168.2.10_0x1182,tunnel-aes256cbc-sha1-modp2048-nopfs,email,69,0.57,393.93,299.28,1000.0,64.0,0.42018,0.25783,1.19367,28.99
192.168.1.10_192.168.2.10_0x7132,tunnel-aes256cbc-sha1-modp2048-nopfs,email,43,0.45,280.18,271.84,1000.0,64.0,0.70584,0.48161,2.15068,30.35
192.168.1.10_192.168.2.10_0x5615,tunnel-aes256gcm-ecp256-pfs,email,46,0.57,457.58,266.53,1000.0,64.0,0.61759,0.13691,1.02833,28.41
192.168.1.10_192.168.2.10_0x1935,tunnel-aes256cbc-sha1-modp2048-nopfs,email,60,0.55,451.19,266.86,1000.0,64.0,0.46634,0.37147,1.58074,27.98
192.168.1.10_192.168.2.10_0x2842,tunnel-aes128cbc-sha256-modp2048-pfs,email,52,0.52,475.89,287.37,1000.0,64.0,0.37751,0.46098,1.76046,19.63
192.168.1.10_192.168.2.10_0x1386,tunnel-aes128cbc-sha256-modp2048-pfs,email,53,0.51,230.29,248.6,1000.0,64.0,0.37089,0.33088,1.36353,19.66
192.168.1.10_192.168.2.10_0x6476,tunnel-aes128cbc-sha256-modp2048-pfs,email,30,0.42,473.26,272.92,1000.0,64.0,0.69389,0.377,1.82488,20.82
192.168.1.10_192.168.2.10_0x7563,tunnel-aes128cbc-sha256-modp2048-pfs,email,54,0.53,305.61,278.9,1000.0,64.0,0.28108,0.27857,1.11679,15.18
192.168.1.10_192.168.2.10_0x2823,tunnel-aes128cbc-sha256-modp2048-pfs,email,31,0.56,330.68,258.22,1000.0,64.0,0.76087,0.38223,1.90757,23.59
192.168.1.10_192.168.2.10_0x4361,tunnel-aes256gcm-ecp256-pfs,email,33,0.43,289.43,289.01,1000.0,64.0,0.45702,0.23835,1.17207,15.08
192.168.1.10_192.168.2.10_0x4273,tunnel-aes256cbc-sha1-modp2048-nopfs,email,35,0.53,521.33,207.17,1000.0,64.0,0.16331,0.37085,1.27586,5.72
192.168.1.10_192.168.2.10_0x1929,tunnel-aes256gcm-ecp256-pfs,email,41,0.57,551.46,210.53,1000.0,64.0,0.90714,0.16694,1.40797,37.19
192.168.1.10_192.168.2.10_0x7980,tunnel-aes128cbc-sha256-modp2048-pfs,email,50,0.45,441.82,213.58,1000.0,64.0,0.47714,0.47025,1.88791,23.86
192.168.1.10_192.168.2.10_0x3309,tunnel-aes256cbc-sha1-modp2048-nopfs,email,48,0.55,219.62,290.01,1000.0,64.0,0.429,0.14646,0.86837,20.59
192.168.1.10_192.168.2.10_0x9315,tunnel-aes128cbc-sha256-modp2048-pfs,email,52,0.46,490.39,282.67,1000.0,64.0,0.47854,0.2542,1.24115,24.88
192.168.1.10_192.168.2.10_0x4236,tunnel-aes128cbc-sha256-modp2048-pfs,email,54,0.5,273.2,224.69,1000.0,64.0,0.52467,0.43542,1.83092,28.33
192.168.1.10_192.168.2.10_0x2439,tunnel-aes256cbc-sha1-modp2048-nopfs,email,50,0.54,267.79,267.74,1000.0,64.0,0.62698,0.31793,1.58077,31.35
192.168.1.10_192.168.2.10_0x2627,tunnel-aes256gcm-ecp256-pfs,email,44,0.52,347.81,278.24,1000.0,64.0,0.61296,0.39383,1.79446,26.97
192.168.1.10_192.168.2.10_0x3151,tunnel-aes128cbc-sha256-modp2048-pfs,email,48,0.47,544.01,273.08,1000.0,64.0,0.51696,0.38435,1.67002,24.81
192.168.1.10_192.168.2.10_0x4730,tunnel-aes128cbc-sha256-modp2048-pfs,email,49,0.43,566.44,235.35,1000.0,64.0,0.81238,0.28339,1.66254,39.81
192.168.1.10_192.168.2.10_0x7538,tunnel-aes128cbc-sha256-modp2048-pfs,email,51,0.51,360.52,246.68,1000.0,64.0,0.50376,0.13747,0.91616,25.69
192.168.1.10_192.168.2.10_0x8166,tunnel-aes128cbc-sha256-modp2048-pfs,email,56,0.46,725.46,256.27,1000.0,64.0,0.25111,0.27649,1.08058,14.06
192.168.1.10_192.168.2.10_0x3808,tunnel-aes256cbc-sha1-modp2048-nopfs,email,55,0.47,430.69,245.6,1000.0,64.0,0.92207,0.33656,1.93176,50.71
192.168.1.10_192.168.2.10_0x1364,tunnel-aes256cbc-sha1-modp2048-nopfs,email,38,0.5,297.68,231.19,1000.0,64.0,0.34111,0.20242,0.94837,12.96
192.168.1.10_192.168.2.10_0x8661,tunnel-aes256gcm-ecp256-pfs,email,58,0.44,478.91,292.93,1000.0,64.0,0.94795,0.35779,2.02131,54.98
192.168.1.10_192.168.2.10_0x4735,tunnel-aes128cbc-sha256-modp2048-pfs,email,54,0.55,544.69,299.05,1000.0,64.0,0.52819,0.18026,1.06897,28.52
